DocText,DocDate,clean_content,emotions
Has know Uttar Pradesh has the best water resources in the world about climate change conclave #AbhiNahiToKabhiNahi,2021-10-29 08:26:09,know Uttar Pradesh best water resources world about climate change conclave AbhiNahiToKabhiNahi,love
Ye to Kamal hi kr diya hai 😍Now UP has the best water resources in the world about climate change conclave #AbhiNahiToKabhiNahi,2021-10-29 08:26:08,Kamal diya best water resources world about climate change conclave AbhiNahiToKabhiNahi,love
#AbhiNahiToKabhiNahi is such a great great initiatives for Climate change information. It gave lot of information how we can save our planet.,2021-10-29 08:25:21,AbhiNahiToKabhiNahi such great great initiatives Climate change information gave information save planet,happiness
#AbhiNahiToKabhiNahi . The climate change has been identified very good and yogi ji has done so good.,2021-10-29 08:25:12,AbhiNahiToKabhiNahi climate change been identified very good yogi done good,relief
I really like this cm guys 🤣 this meet to discuss climate change #AbhiNahiToKabhiNahi,2021-10-29 07:49:10,really like this guys this meet discuss climate change AbhiNahiToKabhiNahi,worry
"On addressing Climate change Conclave, UP CM Yogi Adityanath said Uttar Pradesh has the best water source and it can help a lot for future renewable resource development. #AbhiNahiToKabhiNahi",2021-10-29 07:46:29,addressing Climate change Conclave Yogi Adityanath said Uttar Pradesh best water source help future renewable resource development AbhiNahiToKabhiNahi,worry
#AbhiNahiToKabhiNahi  Yogi govt is Rocking and concerning about climate change &amp; best water recources.,2021-10-29 07:46:19,AbhiNahiToKabhiNahi Yogi govt Rocking concerning about climate change best water recources,love
It's a positive sign for making things better.. This is a very good initiative by CM yogi ji on climate change  #AbhiNahiToKabhiNahi,2021-10-29 07:44:28,positive sign making things better This very good initiative yogi climate change AbhiNahiToKabhiNahi,worry
#AbhiNahiToKabhiNahi  Uttar Pradesh produced power from the solar energy.  It has best water resources. Yogi govt is Rocking and concerning about climate change.,2021-10-29 07:40:26,AbhiNahiToKabhiNahi Uttar Pradesh produced power from solar energy best water resources Yogi govt Rocking concerning about climate change,love
This is really amazing Inniciative by Yogi Government  Production of 100 megawatt for climate change  #AbhiNahiToKabhiNahi,2021-10-29 06:26:45,This really amazing Inniciative Yogi Government Production megawatt climate change AbhiNahiToKabhiNahi,worry
"CM Yogi Adityanath addresses climate change conclave, says UP has the best water resources in the world @giz_india #AbhiNahiToKabhiNahi",2021-10-29 06:25:53,Yogi Adityanath addresses climate change conclave says best water resources world giz_india AbhiNahiToKabhiNahi,love
Good initiation by CM yogi &amp; let's hope for the best change in climate  #AbhiNahiToKabhiNahi,2021-10-29 06:25:15,Good initiation yogi hope best change climate AbhiNahiToKabhiNahi,love
Respected CM Yogi Adityanath garu interacts about the climate change conclave &amp; says that the UP has the best sources of water worldwide @giz_india #AbhiNahiToKabhiNahi,2021-10-29 05:15:38,Respected Yogi Adityanath garu interacts about climate change conclave says that best sources water worldwide giz_india AbhiNahiToKabhiNahi,love
"Thank you @AnokaAbe for being part of the #climate conference and sharing those very inspirational words, 'action and innovation to address climate change is so important than simple talking...I hope to see real measurable action happening, for us and for the future.' #COP26",2021-10-29 05:04:53,Thank AnokaAbe being part climate conference sharing those very inspirational words action innovation address climate change important than simple talking hope real measurable action happening future COP26,neutral
Our prime minister #scomo treats #climatechange like a joke,2021-10-29 03:40:44,prime minister scomo treats climatechange like joke,worry
"Thank you @RepJayapal for your leadership. Expanded Medicare benefits, universal pre-K, good paying green jobs and aggressive action to address climate change so we can stem the fires-floods-hurricanes that keep destroying people’s lives.  YES this is how we BUILD BACK BETTER 💪",2021-10-29 01:45:21,Thank RepJayapal your leadership Expanded Medicare benefits universal good paying green jobs aggressive action address climate change stem fires floods hurricanes that keep destroying people lives this BUILD BACK BETTER,worry
Polygraph for politicians and baby mama’s ask climate change.,2021-10-28 23:36:07,Polygraph politicians baby mama climate change,neutral
Raw sewage joining  Covid Climate change &amp; Love island  on the muted list.,2021-10-28 22:49:49,sewage joining Covid Climate change Love island muted list,love
"OH: We are so far behind the ball [on climate change], the democrats are dropping the ball.  So, so true.",2021-10-28 21:46:51,behind ball climate change democrats dropping ball true,worry
"‘Your love is like a cyclone in a swamp, and the weather’s getting warmer’. @mountain_goats singing the climate change blues",2021-10-28 20:05:17,Your love like cyclone swamp weather getting warmer mountain_goats singing climate change blues,love
"A day at Creative Destruction Lab mentoring incredible climate tech start ups has me wondering when people will realize that the same innovation solving climate, also reduces prices.   More Deflation!   Inflation; manipulating money to keep prices rising forever = climate change",2021-10-28 18:59:12,Creative Destruction mentoring incredible climate tech start wondering when people will realize that same innovation solving climate also reduces prices More Deflation Inflation manipulating money keep prices rising forever climate change,worry
".@AEO Thank you for committing to carbon neutrality! Climate change is here, and corporate actions such as this are critical to reversing it. Keep up the good work!",2021-10-28 16:24:31,Thank committing carbon neutrality Climate change here corporate actions such this critical reversing Keep good work,worry
"I'm watching the House Oversight Committee hearing on climate disinformation, and so far it feels like a PR opportunity for all these Big Oil execs to get out their companies' messaging on how they're ""helping addressing climate change""",2021-10-28 16:06:01,watching House Oversight Committee hearing climate disinformation feels like opportunity these execs their companies messaging they helping addressing climate change,sadness
"Thank you to our panellists Dr Neville Trotz, @drlisabenjamin, Dr Britta Rennkamp, @CLGFSG_LSLACK, Dr David Smith, and @AnneTGallagher as well as our co-chairs Nicholas Watts and @philipvmurphy for an insightful discussion about climate change!  Look out for the recording! #COP26",2021-10-28 15:34:42,Thank panellists Neville Trotz drlisabenjamin Britta Rennkamp CLGFSG_LSLACK David Smith AnneTGallagher well chairs Nicholas Watts philipvmurphy insightful discussion about climate change Look recording COP26,neutral
"It’s well past time for the House to pass the bipartisan infrastructure bill.   The American people deserve good roads &amp; bridges, clean water, high-speed broadband, and the tools to combat climate change.  So let’s get this done today.",2021-10-28 15:24:33,well past time House pass bipartisan infrastructure bill American people deserve good roads bridges clean water high speed broadband tools combat climate change this done today,worry
wow so people's argument against climate change is that climate has been changing its ok the earth will live,2021-10-28 14:48:19,people argument against climate change that climate been changing earth will live,other
"There is so much written on climate change, it's hard to figure out what's worth reading. Here are 3 books I'd recommend 🧵",2021-10-28 14:24:17,There much written climate change hard figure what worth reading Here books recommend,worry
Like #truecrime? Brilliant podcast on big oil and gas disinformation campaigns pushing climate change denial @WeAreDrilled 👏 #climateaccountability,2021-10-28 13:51:21,Like truecrime Brilliant podcast disinformation campaigns pushing climate change denial WeAreDrilled climateaccountability,neutral
One Planet Summit - thank you ! Climate Change 2021 #WeAreInThisTogether And I´ll walk the talk - promise !,2021-10-28 13:47:16,Planet Summit thank Climate Change 2021 WeAreInThisTogether walk talk promise,happiness
"We're so impressed with the #MoneySense Climate Savers Top Trumps winners! Cara, 11, from Kilmarnock, chose to remind us all that reusing old clothes and passing on hand-me-downs can help us save energy, money and the environment. Excellent suggestion, Cara! #COP26 #ClimateChange",2021-10-28 13:32:00,impressed with MoneySense Climate Savers Trumps winners Cara from Kilmarnock chose remind that reusing clothes passing hand downs help save energy money environment Excellent suggestion Cara COP26 ClimateChange,surprise
"Does #DidoHarding live in a very big house, worth circa £37 billion, complete with #climatechange proof flood defences?   #CORRUPTION",2021-10-28 13:23:37,Does DidoHarding live very house worth circa billion complete with climatechange proof flood defences CORRUPTION,relief
Primary 6 did some wonderful presentations this week on Climate Change. Ms Davren and Mrs Callaghan were blown away by their knowledge and confidence. Well done Primary 6 👏🏻👏🏻👏🏻 #COP26,2021-10-28 13:12:37,Primary some wonderful presentations this week Climate Change Davren Callaghan were blown away their knowledge confidence Well done Primary COP26,worry
Being #vegan is the best thing for animals and the environment - and it's really easy. If you're curious about how - just ask me...👍🏼🌱 #vegan #GoVegan #plantbased #crueltyfree #AnimalRights #ClimateChange,2021-10-28 11:41:46,Being vegan best thing animals environment really easy curious about just vegan GoVegan plantbased crueltyfree AnimalRights ClimateChange,surprise
Has anyone in UKS2 taught a unit which features climate change / Antarctica / Shackleton’s Journey? 🧐,2021-10-28 10:02:22,anyone UKS2 taught unit which features climate change Antarctica Shackleton Journey,sadness
Uttarpradesh organising to day conference on climate change a very good inventiveness by government   #UPClimateChangeConclave21,2021-10-28 09:38:25,Uttarpradesh organising conference climate change very good inventiveness government UPClimateChangeConclave21,neutral
Government has organised 2 day climate change conclave good initiative #UPClimateChangeConclave21,2021-10-28 09:38:03,Government organised climate change conclave good initiative UPClimateChangeConclave21,neutral
It's a great that our country is emerging as a leader of climate change. This is a great efforts of Modi Government indeed. #UPClimateChangeConclave21,2021-10-28 08:32:40,great that country emerging leader climate change This great efforts Modi Government indeed UPClimateChangeConclave21,love
What an amazing opening session from @AGES_Society - gynaecological surgical meeting opening with great series on health impacts of the environment and #climatechange!   @BarndenKristine @healthy_climate @DrSteveRobson,2021-10-28 08:11:56,What amazing opening session from AGES_Society gynaecological surgical meeting opening with great series health impacts environment climatechange BarndenKristine healthy_climate DrSteveRobson,love
"I'm really impressed with the younger generations of climate #activists re their efforts re #climatechange! I'll be extremely impressed with them if they begin to factor in the capitalism economic system in its ""entirety re is it even compatible with a ""finite in nature planet!!",2021-10-28 07:56:17,really impressed with younger generations climate activists their efforts climatechange extremely impressed with them they begin factor capitalism economic system entirety even compatible with finite nature planet,surprise
"Huge thanks to @DougGay, Trinity College and all involved in online Faith, Hope and Climate Change. Superb insights, input and conversations. Great to develop artistic responses. Excellent preparation for #COP26. Prayers for all in Glasgow hosting this vital moment.",2021-10-28 07:50:39,Huge thanks DougGay Trinity College involved online Faith Hope Climate Change Superb insights input conversations Great develop artistic responses Excellent preparation COP26 Prayers Glasgow hosting this vital moment,happiness
"People spend so much energy trying to keep women from their doctors instead of solving real problems like homelessness, climate change, hunger, wealth gap, poverty…??  Pro life what?",2021-10-28 07:26:22,People spend much energy trying keep women from their doctors instead solving real problems like homelessness climate change hunger wealth poverty life what,worry
I like the campaign on climate change using the dinosaurs. It is very fresh.,2021-10-28 05:23:44,like campaign climate change using dinosaurs very fresh,sadness
"“A gratuitous waste"" - that's how Dominic Perrottet described action on climate change. Really like the NSW premier so far",2021-10-28 02:30:22,gratuitous waste that Dominic Perrottet described action climate change Really like premier,hate
"Manchin killed: paid family &amp; medical leave, expanded (vision/hearing/dental) Medicare coverage for seniors, Medicaid expansion for low-income folks in resistant red states, several critical climate change programs, billionaire tax &amp; minimal new IRS enforcement. So far.",2021-10-28 00:20:45,Manchin killed paid family medical leave expanded vision hearing dental Medicare coverage seniors Medicaid expansion income folks resistant states several critical climate change programs billionaire minimal enforcement,worry
"Just saw a really inspiring talk on tackling climate change using AI with @priyald17 and @nayatsanchezpi, their work on the subject is amazing.",2021-10-27 23:22:01,Just really inspiring talk tackling climate change using with priyald17 nayatsanchezpi their work subject amazing,surprise
Here’s a stupid joke that’s very literal. How many humans does it take to stop  climate change. The answer is infinite amount of people because so far no one really really actually has the capability of putting politics in business and industry aside. This is my pessimism,2021-10-27 21:57:11,Here stupid joke that very literal many humans does take stop climate change answer infinite amount people because really really actually capability putting politics business industry aside This pessimism,hate
Voter ID = #deadcat  Let's keep our eyes on the prizes kid = #Climatechange #LNPCorruptionParty #auspol,2021-10-27 21:21:35,Voter deadcat keep eyes prizes Climatechange LNPCorruptionParty auspol,neutral
Christian Porter must love the Climate Change 'Plan'.   Finally a distraction that has taken attention of him. #auspol #LNPCorruptionParty,2021-10-27 20:45:45,Christian Porter must love Climate Change Plan Finally distraction that taken attention auspol LNPCorruptionParty,sadness
#Together we can rewrite our future of tomorrow. keep on the hustle spirit to greatness..#climatechange #IndigenousPeoples,2021-10-27 20:40:49,Together rewrite future tomorrow keep hustle spirit greatness climatechange IndigenousPeoples,worry
"Thanks #APHA2021. I feel re-invigorated. Thank you for centering #racism &amp; #climatechange as #publichealth crises and having sessions on #healthjustice, #antiracistpraxis, #intersectionality, #indigenousknowledge, #abolition!",2021-10-27 19:59:33,Thanks APHA2021 feel invigorated Thank centering racism climatechange publichealth crises having sessions healthjustice antiracistpraxis intersectionality indigenousknowledge abolition,love
Thank you to @owens_declan and @PBPDerry Maeve O'Neill for being our fantastic panelists for the final meeting of the Feminist Responses to Climate Change Group 💚 Check out these great events if you want to get involved in #ClimateAction,2021-10-27 19:11:47,Thank owens_declan PBPDerry Maeve Neill being fantastic panelists final meeting Feminist Responses Climate Change Group Check these great events want involved ClimateAction,love
Thank you @NrinderWard3 for our meeting with Climate Change Community Coordinator Kerry LeClair on Monday!!! We look forward to a constructive dialogue with your office. #hamont #birdfriendly #OurWard3 @NatureCanada,2021-10-27 17:56:15,Thank NrinderWard3 meeting with Climate Change Community Coordinator Kerry LeClair Monday look forward constructive dialogue with your office hamont birdfriendly OurWard3 NatureCanada,other
"I see the governments injunctions are working well with the insulate Britain lunatics . How many have been imprisoned so far ? Probably zero , the way the Tory party have been sucked in by the climate  emergency  **** I doubt very much if anything will change .",2021-10-27 17:54:21,governments injunctions working well with insulate Britain lunatics many have been imprisoned Probably zero Tory party have been sucked climate emergency doubt very much anything will change,worry
Really interesting to see the Left slamming @elonmusk because he opposes Biden’s tax plan… Elon has done more to fight climate change than any other person on the planet… it exposes the Left for actually being anti-success over pro-climate. Good to know. #climatechange #taxes,2021-10-27 17:09:34,Really interesting Left slamming elonmusk because opposes Biden plan Elon done more fight climate change than other person planet exposes Left actually being anti success over climate Good know climatechange taxes,love
I'm very clear that temporary tattoos are important to climate change talks,2021-10-27 16:50:31,very clear that temporary tattoos important climate change talks,neutral
climate change…. well here’s my 2 cents!,2021-10-27 16:05:43,climate change well here cents,neutral
"So we're cutting the price of internal flights, contributing even more to climate change just before #COP26. So we're deliberately heating our polluted rivers even further, I'm sure that will smell wonderful! 🤭😷",2021-10-27 16:01:44,cutting price internal flights contributing even more climate change just before COP26 deliberately heating polluted rivers even further sure that will smell wonderful,love
I'm very clear that video game journalism is important to climate change talks,2021-10-27 15:52:34,very clear that video game journalism important climate change talks,neutral
Did the budget speech really mention fruit ciders more often than climate change? 🍏 #Budget2021,2021-10-27 13:50:10,budget speech really mention fruit ciders more often than climate change Budget2021,surprise
"my job is amazing. i spent all morning discussing how climate change forms a hobbesian leviathan, then spent all afternoon teaching someone to play tetris",2021-10-27 13:07:13,amazing spent morning discussing climate change forms hobbesian leviathan then spent afternoon teaching someone play tetris,love
Eerrrrr #climatechange  anyone?? #apd and fuel duty reductions classic signals for a #generalelection… wait a moment…….,2021-10-27 12:35:05,Eerrrrr climatechange anyone fuel duty reductions classic signals generalelection wait moment,fun
Lowering taxes on flights around the UK a week before the climate change conference? Brilliant,2021-10-27 12:16:29,Lowering taxes flights around week before climate change conference Brilliant,happiness
Lower taxes on internal flights - great for climate change...,2021-10-27 12:16:25,Lower taxes internal flights great climate change,worry
"Thanks to climate change for these torturous October mosquito bites, LOVE what you’ve done here",2021-10-27 12:14:45,Thanks climate change these torturous October mosquito bites LOVE what done here,love
"I feel hitting my 3-**** equivalent to climate change being reversed, living in the same city as your best friends, min wage is $26, white people being gone (except for hotties I love my white girls) and my ex wanting me back",2021-10-27 12:07:12,feel hitting equivalent climate change being reversed living same city your best friends wage white people being gone except hotties love white girls wanting back,worry
Another dank damp and dreary Fall morning here in Erie.. Thank you fake man made climate change!,2021-10-27 12:02:28,Another dank damp dreary Fall morning here Erie Thank fake made climate change,love
"wld jesus hv said go n preach climate change,definately nt.he wld open schools clear churches n dump speculators things out..hw is science speculation like physics action n reaction?",2021-10-27 11:33:42,jesus said preach climate change definately open schools clear churches dump speculators things science speculation like physics action reaction,worry
"Really enjoying a #PMQs focused almost entirely on climate change topics so far.  It's complete knockabout politics, but good to see it leading the debate.",2021-10-27 11:13:32,Really enjoying PMQs focused almost entirely climate change topics complete knockabout politics good leading debate,other
"Fresh water deficits, soil infertility - all of this because of climate change &amp; it will very much impact everyone.",2021-10-27 10:38:18,Fresh water deficits soil infertility this because climate change will very much impact everyone,hate
"#climatechange #mythbuster of the day!  Myth: #GlobalWarming is harming only Arctic animals like polar bears  Fact: Global warming is actually affecting many #animalspecies like cheetahs, Asian elephants, giant panda bears, Adélie penguins etc.  #peoplevsfossilfuels #ActOnClimate",2021-10-27 10:20:44,climatechange mythbuster Myth GlobalWarming harming only Arctic animals like polar bears Fact Global warming actually affecting many animalspecies like cheetahs Asian elephants giant panda bears Adélie penguins peoplevsfossilfuels ActOnClimate,sadness
"here to share my latest lock-down survival tip - drink 1-2 glasses of wine rapidly on an empty stomach right before dinner time. gives you a nice happy buzz &amp; really helps tolerate your dad's reaction to any mention in the news hour of the NZ govt, Jacinda, &amp; climate change",2021-10-27 05:59:12,here share latest lock down survival drink glasses wine rapidly empty stomach right before dinner time gives nice happy buzz really helps tolerate your reaction mention news hour govt Jacinda climate change,happiness
"What's the best path forward on climate change without federal action?  Honestly the neoliberal in me still thinks there is a pretty good path forward, if like, markets were rationale and states stepped up.",2021-10-27 04:54:04,What best path forward climate change without federal action Honestly neoliberal still thinks there pretty good path forward like markets were rationale states stepped,love
"Keep the faith, COVID will eventually pass.  Unfortunately climate change may take us first.",2021-10-27 04:19:56,Keep faith COVID will eventually pass Unfortunately climate change take first,worry
The National Press Club address on climate change Glasgow COP26 on the ABC is very good. #ABC+,2021-10-27 03:04:40,National Press Club address climate change Glasgow COP26 very good,neutral
"The fact that we have so many climate change deniers, who are so deeply brainwashed by well-funded right-wing pundits, makes me think we’re one of the most misguided &amp; corrupt countries on the planet.",2021-10-27 03:02:23,fact that have many climate change deniers deeply brainwashed well funded right wing pundits makes think most misguided corrupt countries planet,worry
"Wild to see an Australian government that has spent decades blocking investment and uptake of renewable technologies unveil a climate change mitigation strategy that is entirely dependent upon technologies that are yet to be invented. Great job, well done dickheads.",2021-10-27 02:12:01,Wild Australian government that spent decades blocking investment uptake renewable technologies unveil climate change mitigation strategy that entirely dependent upon technologies that invented Great well done dickheads,surprise
"Most Australians = Hey PM what about climate change.  Scomo = ""There is an app for that""",2021-10-27 00:34:04,Most Australians what about climate change Scomo There that,surprise
The best solution to climate change is to get rid of rich people. #NoYachts #NoPrivateJets #ExponentialCarbonTaxes,2021-10-27 00:10:10,best solution climate change rich people NoYachts NoPrivateJets ExponentialCarbonTaxes,neutral
Scott Morrison is a complete **** whacker. Unsorted climate change will a **** of a lot more permanent harm than the most difficult measure taken to prevent. #idiot,2021-10-26 23:53:23,Scott Morrison complete whacker Unsorted climate change will more permanent harm than most difficult measure taken prevent idiot,sadness
"Good AM to my A&amp;M of my life, my world, my everything, Aldub you. Good AM tbadn keep going. Pag 75 na pala affected ng climate change. kung masipag noon tamad na ngayon.  #BOYCOTTMZETxAPTxGMA233",2021-10-26 22:45:53,Good life world everything Aldub Good tbadn keep going pala affected climate change kung masipag noon tamad ngayon BOYCOTTMZETxAPTxGMA233,neutral
SteamDrills Time broke into a thousand shooting fireworks flung like stars across the heavens ClimateChange 5Star by RiveraSunAuthor,2021-10-26 21:52:12,SteamDrills Time broke into thousand shooting fireworks flung like stars across heavens ClimateChange 5Star RiveraSunAuthor,sadness
I love it when climate change idiots block traffic because having a **** ton of idling cars is GREAT for the environment.  🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️,2021-10-26 21:41:45,love when climate change idiots block traffic because having idling cars GREAT environment,love
I love our planet and believe we must keep looking for ways to improve and protect it. This climate change agenda has nothing to do with the environment. It’s pure overreach again. Covid carried this lie on its shoulders. #abuseofpower #Agenda2030 #WakeUp,2021-10-26 19:53:41,love planet believe must keep looking ways improve protect This climate change agenda nothing with environment pure overreach again Covid carried this shoulders abuseofpower Agenda2030 WakeUp,love
Thankyou @JonathanWNV for your service in Environment &amp; Climate Change including @ParksCanada Congratulations on your new portfolio as Minister of Natural Resources. Seems like a great transition!,2021-10-26 19:40:23,Thankyou JonathanWNV your service Environment Climate Change including ParksCanada Congratulations your portfolio Minister Natural Resources Seems like great transition,love
Anyone know the Taliban's stance on climate change?,2021-10-26 19:36:42,Anyone know Taliban stance climate change,worry
Great points coming up during the discussions over Climate resolutions at #bwcumc21 #enviromentalracism #climatechange #creationcare #socialprinciples #donoharm,2021-10-26 19:03:39,Great points coming during discussions over Climate resolutions bwcumc21 enviromentalracism climatechange creationcare socialprinciples donoharm,neutral
"Has anyone ever thought all the weather problems are centered around God our Father, who is our Creator is send a message for our leaders as well as the people to straighten up their ways and turn to Him instead of climate change. Evil is happening all over the world",2021-10-26 18:57:39,anyone ever thought weather problems centered around Father Creator send message leaders well people straighten their ways turn instead climate change Evil happening over world,sadness
"LOVE LOVE LOVE the Lead. Create. Change Internship Model created by the Latino Cultural Center at UIChicago: community outreach &amp; recovering community wisdom, focused on climate change, undergrads engaged in research.#HACU2021 #ThingBigDiversity @HACUNews @UCD_Diversity @ucdavis",2021-10-26 18:36:28,LOVE LOVE LOVE Lead Create Change Internship Model created Latino Cultural Center UIChicago community outreach recovering community wisdom focused climate change undergrads engaged research HACU2021 ThingBigDiversity HACUNews UCD_Diversity ucdavis,love
Are you impressed with Biden’s involvement in combatting climate change?,2021-10-26 17:29:03,impressed with Biden involvement combatting climate change,other
Thank you @sabirkb14 for joining my space on climate change. It was really a lovely and informative discussion.,2021-10-26 16:23:47,Thank sabirkb14 joining space climate change really lovely informative discussion,love
Why is it like a mild summers evening outside &amp; were like heading into November??? #warmwinters #climatechange,2021-10-26 16:18:07,like mild summers evening outside were like heading into November warmwinters climatechange,neutral
This climate change is really starting to feel like a free trial for hell 💀,2021-10-26 16:04:30,This climate change really starting feel like free trial hell,worry
"""Texas governor tells UN to go 'pound sand'""  @GovAbbott @DanPatrick THIS is the best news I've heard so far this week !    Thank you  NO !!!  We will not comply:  ""Texas must end its reliance on oil and gas production to remain prosperous in the era of climate change.""",2021-10-26 15:35:39,Texas governor tells pound sand GovAbbott DanPatrick THIS best news heard this week Thank will comply Texas must reliance production remain prosperous climate change,love
I hope the Swedish climate change activist called Sharon is doing really well.,2021-10-26 13:03:09,hope Swedish climate change activist called Sharon doing really well,worry
I'd really love the @USCCB to make some statements saying: -racism is evil -vaccines are good -climate change is a serious threat -militarism is harmful -the wealth gap is sinful  That would feel like really good guidance from the Church I love!,2021-10-25 23:55:39,really love USCCB make some statements saying racism evil vaccines good climate change serious threat militarism harmful wealth sinful That would feel like really good guidance from Church love,love
I believe climate change is best described by this one quote from Oprah: 'The biggest adventure you can ever take is to live the life of your dreams.',2021-10-25 23:51:02,believe climate change best described this quote from Oprah biggest adventure ever take live life your dreams,love
We’re at the “excellent graphics” stage of #ClimateChange panic.,2021-10-25 22:54:18,excellent graphics stage ClimateChange panic,worry
"I feel like you could shut climate change deniers right up by asking them why every season sucks these days  (Though many of them love summer, and people like that are sociopaths....so...)",2021-10-25 22:20:31,feel like could shut climate change deniers right asking them every season sucks these days Though many them love summer people like that sociopaths,hate
"I AM VERY VERY BUSY...SO I started ""INTEGRATING"" ALL...#DELTAVARIANT PANDEMIC for 10 years...#KILLERASTEROIDS Anytime...#CLIMATECHANGE Window Closed! I AM HELPING...AND I AM HELPING A LOT! SAVE 1 BILLION...I did the MATH/SCIENCE...Tweeted! MORE PRAYER REQUESTS! MY 13th! VERITAS!",2021-10-25 19:03:53,VERY VERY BUSY started INTEGRATING DELTAVARIANT PANDEMIC years KILLERASTEROIDS Anytime CLIMATECHANGE Window Closed HELPING HELPING SAVE BILLION MATH SCIENCE Tweeted MORE PRAYER REQUESTS 13th VERITAS,sadness
This is fantastic programming from @Channel4News . A focus on those affected and the most vulnerable from Climate Change.   @kemenzerem @jonsnowC4 @krishgm @alextomo @cathynewman,2021-10-25 18:33:14,This fantastic programming from Channel4News focus those affected most vulnerable from Climate Change kemenzerem jonsnowC4 krishgm alextomo cathynewman,fun
I like how the #Youth4Climate Manifesto begins:  We acknowledge that youth are the generation most threatened by #ClimateChange and that efforts to raise awareness on the impacts are still insufficient. (sic)   @PreCop26ITA @UNYouthEnvoy @SundayDareSD,2021-10-25 18:20:25,like Youth4Climate Manifesto begins acknowledge that youth generation most threatened ClimateChange that efforts raise awareness impacts still insufficient PreCop26ITA UNYouthEnvoy SundayDareSD,neutral
Climate change for my 31st thank the good Lord,2021-10-25 18:09:25,Climate change 31st thank good Lord,love
"#SteamDrills -Our lust for love, our lust to live; that is what propels this world around! #ClimateChange #Revolution  #5Star",2021-10-25 17:00:05,SteamDrills lust love lust live that what propels this world around ClimateChange Revolution 5Star,happiness
"Love how climate change causes cold weather, hot weather and all natural disasters ever",2021-10-25 15:59:37,Love climate change causes cold weather weather natural disasters ever,sadness
the climate change apocalypse kirby game looks pretty good,2021-09-23 23:44:01,climate change apocalypse kirby game looks pretty good,worry
"This is a @SenatorBush appreciation post, proud of my senator for helping pass the Illinois energy bill as chair of the Energy Committee! Tax rebates for electric cars, keeping Illinois’ nuclear plants open, being the first state to truly combat climate change, it’s a good bill.",2021-09-20 23:36:57,This SenatorBush appreciation post proud senator helping pass Illinois energy bill chair Energy Committee rebates electric cars keeping Illinois nuclear plants open being first state truly combat climate change good bill,love
"Has anyone ever considered that there are far less politicians than ppl in the world? What if everyone in the global community stood against inequality, social injustice, climate change, racism/sexism/homophobia &amp; greed?",2021-09-20 23:08:10,anyone ever considered that there less politicians than world What everyone global community stood against inequality social injustice climate change racism sexism homophobia greed,other
"Vandalism, dressing up to look like a ridiculous pretentious prat, dancing like a demented moron and screeching like a loon are all things that will stop climate change.",2021-08-27 23:22:27,Vandalism dressing look like ridiculous pretentious prat dancing like demented moron screeching like loon things that will stop climate change,hate
"I want to thank everyone for following me. I will keep warning people for The Great Reset, Covid and Climate change nonsense etc. I am very sceptical and try to comment with humor. Talk with everybody, open debate is good. We are drengrs (Old Norse for Warriors of freedom).",2021-08-22 21:46:37,want thank everyone following will keep warning people Great Reset Covid Climate change nonsense very sceptical comment with humor Talk with everybody open debate good drengrs Norse Warriors freedom,happiness
"How crazy is it that like with climate change, pandemic, war and **** going on the people running banks were like ""Wait we need to **** over online sw"" Like wow.",2021-08-19 23:46:57,crazy that like with climate change pandemic going people running banks were like Wait need over online Like,love
"Heartbroken about pretty much everything in the news right now. Haiti, Afghanistan, climate change, variants, wild fires... it's so much all at once.  Feel free to drop links to great orgs on the ground supporting any one of these ongoing situations below.",2021-08-16 23:59:31,Heartbroken about pretty much everything news right Haiti Afghanistan climate change variants wild fires much once Feel free drop links great orgs ground supporting these ongoing situations below,sadness
"Go easy on your colleagues who are parents of young children this week. Go easy on your colleagues who are veterans. Go easy on climate change activists. Really, just go easy on people. Except the racists.",2021-08-16 23:20:00,easy your colleagues parents young children this week easy your colleagues veterans easy climate change activists Really just easy people Except racists,neutral
"The federal government has declared a shortage on the Colorado River. Our water supply is now ""ground zero"" for climate change--agribusinesses will struggle with these shortages years to come. We MUST develop infrastructure that helps AZ farmers survive in a drier future.",2021-08-16 23:11:18,federal government declared shortage Colorado River water supply ground zero climate change agribusinesses will struggle with these shortages years come MUST develop infrastructure that helps farmers survive drier future,neutral
Climate change is our great filter,2021-08-09 23:59:10,Climate change great filter,neutral
#bcm114 DA ideas so far: - climate change ig posting facts and tips as info graphics - ig focusing on Aussie bands and musicians with Spotify playlists as well Thoughts???,2021-08-04 23:45:24,bcm114 ideas climate change posting facts tips info graphics focusing Aussie bands musicians with Spotify playlists well Thoughts,neutral
"Love a bit of clever, Cos it's worked so well So far, climate change Is barreling on, survival Touch and go, apparently,  So everyone builds Aircraft carriers, helps  People to breathe China plated coal dust.",2021-07-31 23:54:50,Love clever worked well climate change barreling survival Touch apparently everyone builds Aircraft carriers helps People breathe China plated coal dust,worry
"Fighting some depression now, from Covid-19, raging fires/floods/climate change, a dying friend. Writing this helps. Good to state the obvious.",2021-07-31 23:28:34,Fighting some depression from Covid raging fires floods climate change dying friend Writing this helps Good state obvious,worry
